PuzzleId,Level,Solution,FEN,Moves
147SBP,Hard,,rn5r/p3kp2/1p2p2p/2pPb1pN/b3P3/2P2PP1/P2B3P/1R2KB1R b K - 0 1,
148SBP,Hard,,2rq1rk1/1b2bppp/pp2pn2/1P1p4/P2P4/1QN1P1P1/3N1PBP/2RR2K1 b - - 0 1,
149SBP,Hard,,2r2nk1/1q3pp1/1p2pb1p/p1r5/4Q3/4PN2/PPBR1PPP/1K5R b - - 0 1,
150SBP,Hard,,2rq1rk1/3n1pbp/b1pp2p1/2nPp3/p1P1P3/4BNNP/P2Q1PP1/1R1R1BK1 w - - 0 1,
151SBP,Hard,,1r1bk3/1pqn1pp1/p1p1pnp1/2Pp4/N2P2P1/1Q1BPP2/PP1B3r/2KR3R w - - 0 1,
152SBP,Hard,,r4rk1/pp1n1pbp/2p2np1/q3p3/2QP4/2N1PB1P/PP3PP1/R1BR2K1 w - - 0 1,
153SBP,Hard,,r3r3/pp2qpk1/1n1b2pp/3Pp3/4N3/1B5P/PP2QPP1/2R1R1K1 w - - 0 1,
154SBP,Hard,,3r2k1/1pprq1pp/p1n2pb1/2R5/1P2PP2/P5P1/1B4BP/2Q1R1K1 w - - 0 1,
155SBP,Hard,,r3k2r/2q1ppb1/2pp2p1/p2nPb1p/1p1P1P1P/3N2P1/PPPBQ1B1/1K1R3R b kq - 0 1,
156SBP,Hard,,2bq1rk1/Q2n2b1/1p4np/1Pp1ppp1/2Pp4/1N1P2PP/3NPPB1/B3K2R b K - 0 1,
157SBP,Hard,,r3r1k1/1bqnbppp/p3p3/2ppP3/5P2/1PNB4/PBP1Q1PP/4RR1K w - - 0 1,
158SBP,Hard,,r4rk1/pb4pp/1pn1p1q1/3pP3/3P2B1/4P1P1/PP4K1/R1BQR3 b - - 0 1,
159SBP,Hard,,r4rk1/ppp2qb1/3p2pp/3Ppb1n/1nP1B3/2N1B1PP/PP1NQP2/R3K2R b KQ - 0 1,
160SBP,Hard,,r1kr4/pppbbpp1/7p/2p1P3/5n2/1P3NNP/PBPR1PP1/3R2K1 w - - 0 1,
161SBP,Hard,,2r1kb1r/1ppq2pp/p4pn1/8/2NpPB2/5Q1P/PP3PP1/2RR2K1 w k - 0 1,
162SBP,Hard,,1r1q1rk1/1bp1ppbp/3p1np1/n2N4/1p1PP3/1P4P1/PB3PBP/2RQNRK1 b - - 0 1,
163SBP,Hard,,2r1rnk1/1b3pp1/pq3n1p/1pbp4/3N4/P1N1PB2/1PQ2PPP/2RRB1K1 b - - 0 1,
164SBP,Hard,,2brr1k1/1pq2pp1/p3pb1p/2Pn4/1P1N4/P3B1PP/2QR1PB1/3R2K1 w - - 0 1,
165SBP,Hard,,r2r4/4kpp1/ppq1pb1p/2N5/2P1P3/Q7/PP2BPPP/R3K2R b KQ - 0 1,
166SBP,Hard,,1k1r3r/ppq2pp1/2pb1np1/3p4/Q2P4/3BPPP1/PP1B3P/1K1R3R w - - 0 1,
167SBP,Hard,,r1b1r1k1/3nbpp1/pq2pn1p/1pp1N3/3P3B/P1N1P3/BPQ2PPP/3R1RK1 w - - 0 1,
168SBP,Hard,,2k1r3/1ppb1pp1/r1p5/p3PnBp/1b6/1PNR1NPP/P1P2P2/5RK1 b - - 0 1,
169SBP,Hard,,3rr1k1/pbq3pp/1p2p3/4bp1Q/2PB4/1P5P/P1B2PP1/3R1R1K w - - 0 1,
170SBP,Hard,,r2r2k1/2q1nppp/p2p1b2/1p2p3/P3P3/2PQBN2/1P3PPP/R2R2K1 b - - 0 1,
171SBP,Hard,,r4k1r/4ppb1/1qpp4/3nPp1p/p2P1P1P/1p1NB1P1/PPP1Q3/K2R3R w - - 0 1,
172SBP,Hard,,1nrrb1k1/ppp1qppp/8/3p4/3P4/2QNP1P1/PP3PBP/R1R3K1 w - - 0 1,
173SBP,Hard,,rnbqr1k1/pp3pbp/2pp2p1/7n/2PNP1P1/2N2P2/PP2B2P/R1BQR1K1 b - - 0 1,
174SBP,Hard,,rn2kb1r/1bq1pppp/p2p4/1p1P4/3N4/4B2P/PPP2PP1/R2QKB1R w KQkq - 0 1,
175SBP,Hard,,r4r1k/1pnqp1bp/2ppbnp1/5p2/1PPP4/3N2P1/1BQNPPBP/R4RK1 w - - 0 1,
176SBP,Hard,,1r3k2/5pp1/2qp3r/1p2b2p/7P/3BR3/PP2QPP1/4RK2 w - - 0 1,
177SBP,Hard,,r2q1rk1/1b1nbppp/pp1ppn2/8/P1PNP3/2N1BP2/1P2B1PP/R2Q1RK1 w - - 0 1,
178SBP,Hard,,r1bq1rk1/ppp3bp/3p1np1/3PpnB1/2P1N3/5P2/PP1QN1PP/2KR1B1R b - - 0 1,
179SBP,Hard,,r4rk1/4bppp/pqP5/1b1p4/1p2P3/1B3P2/PP3RPP/R1B1Q1K1 w - - 0 1,
180SBP,Hard,,1r1r2k1/2qnbppp/2bp1n2/pp2p3/1P2P3/P1N1BP2/N1P1BQPP/R2R3K b - - 0 1,
181SBP,Hard,,1r3bk1/r2q1pp1/2np3p/1p2p3/4P3/2PQNN1P/1P3PP1/R2R2K1 w - - 0 1,
182SBP,Hard,,r1b1k2r/5pp1/pq1ppb1p/1pN5/2B1PP2/2N5/PPPQ2PP/1K1RR3 b kq - 0 1,
183SBP,Hard,,r3k2r/3b1pb1/pqnpp2p/8/5PP1/1Pp2N1P/P1P1Q1B1/R1B1K2R b KQkq - 0 1,
184SBP,Hard,,r4b1n/1p1n1kp1/q1p1p3/p2pPp2/P2P1P2/1N1NB1P1/1PP1Q3/R5K1 b - - 0 1,
185SBP,Hard,,r1bq1rk1/p2nbppp/1p1p1n2/2pPp3/P1B1P3/2N2N2/1PP2PPP/R1BQR1K1 w - - 0 1,
186SBP,Hard,,2r1r3/1p3kpp/pBb1p3/5p2/2P1n3/8/PP2BPPP/R1R3K1 w - - 0 1,
187SBP,Hard,,r4r1k/3qb1pp/p1nppn2/2p5/P3P3/2PQ1NN1/5PPP/R1B1R1K1 w - - 0 1,
188SBP,Hard,,2b3k1/1pp4p/r2p1qp1/p2Pp3/4Pr2/3R1P2/PPP3QP/2K3NR b - - 0 1,
189SBP,Hard,,rn2k1nr/pp2ppbp/2pp2p1/q7/2PP2bB/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 1,
190SBP,Hard,,r2qr1k1/pppb1pbp/3p1np1/4n3/2PN4/1PN1PB1P/PB3PP1/R2Q1RK1 b - - 0 1,
191SBP,Hard,,r2qr1k1/1b3pbp/pp3np1/3p4/P7/2NBPQ1P/1P3PP1/R2RB1K1 b - - 0 1,
192SBP,Hard,,r2qr1k1/2pn1pbp/b3p1p1/p1PpPn2/1p1P1P2/4B1P1/PP1QNNBP/2RR3K w - - 0 1,
193SBP,Hard,,1q3rk1/5ppp/3P4/Q7/1p6/6P1/b4PBP/2R3K1 b - - 0 1,
194SBP,Hard,,3r4/pR1r1ppk/2pBpn1p/P1P4P/3q4/5QP1/5PK1/1R6 w - - 0 1,
195SBP,Hard,,r4rk1/p3qnbp/1pp1b1p1/4p3/1P2Pp2/3P1N1P/1QPB1PP1/RN3RK1 b - - 0 1,
196SBP,Hard,,r3k2r/5ppp/p1pq1n2/1p2p3/1PPbP3/3B4/P2BQPPP/2R2RK1 w kq - 0 1,
197SBP,Hard,,6k1/pp2q2p/2p3p1/3r1b2/4p3/2B1P1b1/PPQ2PPP/3R2K1 w - - 0 1,
198SBP,Hard,,r1b2rk1/pp1n1pbp/1q4p1/3p4/3P4/1N1B1N2/PPQ2PPP/R4RK1 b - - 0 1,
199SBP,Hard,,6r1/1p1nkprp/p1npp3/8/1PP1PP2/P1N2K2/3R3P/1B1R4 b - - 0 1,
200SBP,Hard,,2bq1r1k/1p3pbp/r7/p1Ppp1P1/8/1NP3Q1/PP1B2PP/4RRK1 w - - 0 1,
201SBP,Hard,,5r2/ppr1q1kp/3p1p2/4pPpn/2PpP3/1P1P1NP1/P2Q3P/2R2RK1 w - - 0 1,
202SBP,Hard,,5k1r/R4p1p/1p1r1np1/2p5/3n4/2N2BP1/PP3PKP/3R4 w - - 0 1,
203SBP,Hard,,r1b2rk1/1p2bppp/p2ppn2/q7/3QPP2/2N1B3/PPP1B1PP/2KR3R w - - 0 1,
204SBP,Hard,,r1q1r1k1/1b1n1pbp/p1p1n1p1/BpP1p3/P3P3/1N1N2PP/1PQ2PB1/R2R2K1 w - - 0 1,
205SBP,Hard,,r3r1k1/1p2pp1p/3p2p1/p1nPbq1P/2P5/1P2BB2/P3QPP1/1R1R2K1 w - - 0 1,
206SBP,Hard,,r3k2r/pbp2ppp/1pn1pn2/7q/1b1P4/2NQ1NP1/PP1BPPBP/R3K2R b KQkq - 0 1,
207SBP,Hard,,r2br1k1/1pq2pp1/p4n1p/2n1pP2/7B/2N2BQ1/PPP3PP/2KRR3 w - - 0 1,
208SBP,Hard,,1k1r1b1r/ppq2pp1/4pn1p/2p4P/Q2P4/5N2/PPPB1PP1/1K1R3R b - - 0 1,
209SBP,Hard,,2b2rk1/2q2ppp/p2bp3/1r1n4/Np1B1Pn1/1N4P1/PPPQ2BP/1K1R3R w - - 0 1,
210SBP,Hard,,1rbq1rk1/1p4b1/p2p2pp/2pP1n2/2P1RB1P/5NP1/PP4B1/4QRK1 w - c6 0 1,
211SBP,Hard,,1r3k2/q4pb1/p1rpb2p/2pN2p1/1PB5/P2QP1P1/5PP1/2RR2K1 w - - 0 1,
212SBP,Hard,,r1bqr3/pp3pk1/3p1np1/2pPn3/4P1P1/2N2P1p/PP1QB2P/R3KN1R b KQ - 0 1,
213SBP,Hard,,2rr1b2/1pp2k1p/p3nppn/4p3/1PP1P3/2B2NPP/P4PB1/R2R2K1 b - - 0 1,
214SBP,Hard,,r4rk1/1pqn1pbp/1npp2p1/p2Pp3/P3PP2/2N1BB2/1PP1Q1PP/R2R3K w - - 0 1,
215SBP,Hard,,8/3r1pk1/r1q1pbp1/2p4p/2N5/P3P2P/2Q2PP1/1RR3K1 w - - 0 1,
216SBP,Hard,,3q1rk1/3R2pp/1r2pp2/2b5/Q3PP2/5N2/5P1P/4R1K1 b - - 0 1,
217SBP,Hard,,rn1rn1k1/pb2bp2/3pp2p/2p3p1/2P1P3/1PN1BNP1/1P1R1PBP/3R2K1 b - - 0 1,
218SBP,Hard,,r3r1k1/1p1b1ppp/pq1p4/2pPnP1n/P6B/2N4P/1PB2QP1/R4RK1 w - - 0 1,
219SBP,Hard,,6k1/3r4/1pbq2Pp/p2n1Q2/P1B5/2P3P1/1P4P1/3R2K1 w - - 0 1,
220SBP,Hard,,2r2rk1/1b2bppp/1q6/p3p3/Pp2P3/1N1P2PP/1P3PB1/1QRR2K1 b - - 0 1,
221SBP,Hard,,1q4k1/3n1pp1/2br3p/1p2p3/1P2P3/3BQP1P/4N1PK/R7 w - - 0 1,
222SBP,Hard,,5rk1/ppp2qp1/4p3/3p4/3P4/PP4Pp/1P2QPnP/3N1R1K b - - 0 1,
223SBP,Hard,,2r2rk1/pb1qbppp/np2p3/3p4/1P1P4/P1N3P1/3BPPBP/R2Q1RK1 b - - 0 1,
224SBP,Hard,,r4rk1/pp1bnpb1/1q2p2p/3p2pB/2pPP3/2P3P1/PPQN1PPN/R4RK1 w - - 0 1,
225SBP,Hard,,3nr1k1/2qbbppp/5n2/1pp1p3/4P3/1BPPNN2/3B1PPP/Q3R1K1 w - - 0 1,
226SBP,Hard,,r2q1rk1/2pnbppp/p2p4/3P4/Pp6/1B6/1PP2PPP/R1BQR1K1 w - - 0 1,
227SBP,Hard,,r1r3k1/p4pp1/6b1/4P2p/5B2/P2p1PP1/1P3RP1/R5K1 w - - 0 1,
228SBP,Hard,,2rq1rk1/1b2bpp1/2p1pn1p/pp6/3PN3/P2BP3/1PQB1PPP/R4RK1 b - - 0 1,
229SBP,Hard,,1r3rk1/q2n1nbp/b1pp1pp1/p3p3/N1PPP3/5NB1/P1Q1BPPP/3RR1K1 w - - 0 1,
230SBP,Hard,,rn2k1nr/pp2ppbp/2pp2p1/8/N1PPP3/q7/P2B1PPP/R2QKB1R w KQkq - 0 1,
231SBP,Hard,,r2q1rk1/p2n1ppp/1p2p3/3b4/3P4/P1BB3Q/1P3PPP/R3K2R b KQ - 0 1,
232SBP,Hard,,2r1k2r/pb3pp1/1q1bp2p/2n3P1/1p1Q3P/4PN2/PP1BBP2/R3K1R1 b Qk - 0 1,
233SBP,Hard,,2r1k2r/1q1nbpp1/p3p2p/1p1b4/3N1B1P/3B1P2/PPPQR1P1/1K1R4 b k - 0 1,
234SBP,Hard,,r2qkb1r/1p3ppp/pn1pbn2/N3p3/4P1P1/2N1BP2/PPP4P/R2QKB1R b KQkq - 0 1,
235SBP,Hard,,5rk1/1p4pp/pB1p3q/b2P4/N1P5/3Q2Pb/PP5P/3R2K1 b - - 0 1,
236SBP,Hard,,r2qr1k1/ppb2ppp/2p1pnb1/8/4P1P1/BPP2B1P/P2NQP2/3R1RK1 b - - 0 1,
237SBP,Hard,,2r2rk1/pp3ppp/1b2q3/2ppPN2/3P4/2P2Q2/P4PPP/R4RK1 w - - 0 1,
238SBP,Hard,,2r2rk1/1p1bbppp/p2ppn2/5P2/P2BP3/1BN5/1PP3PP/3R1R1K b - - 0 1,
239SBP,Hard,,5rk1/pppq3p/2npbrp1/4pp2/2PPP3/6P1/PP1QNPBP/2R2RK1 b - - 0 1,
240SBP,Hard,,r1r2bk1/1q1n1pp1/2n1p2p/3pP2N/1p1P3P/1P3N2/2RB1PP1/2RQ2K1 w - - 0 1,
241SBP,Hard,,2rqr1k1/p4pp1/1pp1bn1p/3pB3/2PP1P2/3P2PP/P5B1/2RQ1RK1 b - - 0 1,
242SBP,Hard,,4qr2/5knQ/2p1pp2/ppP5/8/PP3N2/5PK1/7R w - - 0 1,
243SBP,Hard,,1r2r1k1/1bq2pbp/2pp2p1/p1n5/2PB4/P3P1P1/2QN1PBP/2R1R1K1 w - - 0 1,
244SBP,Hard,,r1b1r1k1/pp1n1pbp/2pp1np1/3Pp3/2P1P3/1PN2NP1/P4PBP/R1BR2K1 b - - 0 1,
245SBP,Hard,,r1b1r1k1/1pq3bp/n1pp1np1/p3pp2/2PPP3/PP3NP1/1BQN1PBP/R4RK1 w - - 0 1,
246SBP,Hard,,2rq1rk1/pbp2ppp/1p1b4/3p4/3Pn3/P3P1P1/1PQBNPBP/2RR2K1 w - - 0 1,
247SBP,Hard,,6k1/r4p1p/2Bp1bp1/2nPp3/2P5/r4P1P/2Q3P1/1R5K b - - 0 1,
248SBP,Hard,,r1br4/ppk2pp1/3bp2p/8/5PP1/3R2B1/PPP3B1/2KR4 b - - 0 1,
249SBP,Hard,,3qr1k1/p4pb1/r5p1/1p1p3p/1PbN3P/P3P1P1/3Q1PB1/R2R2K1 b - - 0 1,
250SBP,Hard,,r3k2r/pp2n1pp/1qn1bp2/4p3/Q3P3/B1P3P1/P2N1PBP/R4RK1 b kq - 0 1,
251SBP,Hard,,2r3r1/1p2k1pp/pB2ppb1/P7/1bB1P3/1P1R1P2/4K1PP/R7 b - - 0 1,
252SBP,Hard,,r3qrk1/1ppb1pbp/3p2p1/p1nPp2n/2P1P3/2N1BN1P/PPB2PP1/R2QR1K1 w - - 0 1,
253SBP,Hard,,r3k1r1/pb2qp2/1ppppn2/3Pn1p1/2P1P3/2Q3B1/PP1N1PP1/R3KB1R w KQq - 0 1,
254SBP,Hard,,r1k3nr/pppb2bp/2n2pp1/4p3/2P1P3/2N1BNP1/PP3P1P/2KR1B1R w - - 0 1,
255SBP,Hard,,r2qk2r/pp3pp1/1nn1b2p/3pP3/2pP4/2P1BN2/P1P1B1PP/R3QRK1 b kq - 0 1,
256SBP,Hard,,5rk1/2pq2p1/4b3/1p6/3P1r2/5NQ1/1P4PP/R3R1K1 w - - 0 1,
257SBP,Hard,,2r3k1/pp3ppp/3p1bn1/P2P4/1PP2q2/3QRN2/6PP/1B5K b - - 0 1,
258SBP,Hard,,5rk1/1p1nppb1/p1rpb2p/q2N4/3BPPpP/6P1/PPP2Q2/2KR1B1R b - - 0 1,
259SBP,Hard,,r2q1rk1/1p1nbppb/4pn1p/1Pp5/p3P3/P4NP1/1BPN1PBP/R3QRK1 b - - 0 1,
260SBP,Hard,,1k5r/3bbp1r/pqnppp2/1p6/4PP1p/1NN4R/PPP3PP/1K1RQB2 w - - 0 1,
261SBP,Hard,,3b1rk1/1p1q1pp1/3p3p/1b1Pp3/nP2Q3/4BN1P/P4PP1/2R1R1K1 b - - 0 1,
262SBP,Hard,,4r1k1/5ppp/5n2/p1pnN3/PqNP4/1P3Q2/5PPP/2R3K1 w - - 0 1,
263SBP,Hard,,2r1rbk1/3q1p1p/p1n3p1/1pp1P3/3pN3/1P3Q1P/PP1B1PP1/3RR1K1 b - - 0 1,
264SBP,Hard,,2r1k2r/1bqpbpp1/p1n1p2p/8/3N1PPP/4B3/PPPQ3R/2KR1B2 w k - 0 1,
265SBP,Hard,,4rrk1/3bq1bp/3n4/1pBPpp2/1Pp2P2/2N4P/2BQ2P1/4RRK1 w - - 0 1,
266SBP,Hard,,r1b1k2r/p1p2p1p/2p1q1p1/4P3/1b3P2/2B5/PPQ3PP/R3KB1R b KQkq - 0 1,
267SBP,Hard,,2r2rk1/p1qbppb1/6pp/8/2pPP3/2B3P1/P1Q2PBP/2RR2K1 w - - 0 1,
268SBP,Hard,,r1bq1rk1/pp2bppp/2p2n2/8/2PB4/5PN1/PP1Q2PP/R3KB1R b KQ - 0 1,
269SBP,Hard,,r4rk1/ppq2pp1/3b1np1/2p5/8/1BP2QN1/PP3PPP/R4RK1 w - - 0 1,
270SBP,Hard,,r2q1rk1/ppnnppb1/3p2pp/2pP4/4P3/2P1BN2/PP3PPP/RN1QR1K1 b - - 0 1,
271SBP,Hard,,1qrr2k1/3b1pbp/p2ppnp1/8/2BNP3/1P2BP2/P2Q2PP/2RR2K1 b - - 0 1,
272SBP,Hard,,6rk/p3b1qp/2p1bp1r/2p1p3/P3NpP1/1P1P1Q1P/1BP2PRK/6R1 b - - 0 1,
273SBP,Hard,,r1b1r1k1/1pq1nppp/2pn4/P2p4/1Q1P4/1NRBP2P/4NPP1/1R4K1 w - - 0 1,
274SBP,Hard,,r1bqkb1r/1pp2ppp/pn2p3/4P3/2BP4/2Q2N2/PP3PPP/R1B1K2R w KQkq - 0 1,
275SBP,Hard,,r4b1r/p3nk1p/R1p2p2/3p4/1P3Pq1/3Q2B1/2PN3P/5RK1 b - - 0 1,
276SBP,Hard,,2rq1rk1/pb1nbppp/1p1p1n2/4p1B1/P3P3/1BN2N2/1PP1RPPP/R2Q2K1 b - - 0 1,
277SBP,Hard,,2r3rk/5p1p/p3pPp1/1b2P1QP/1p4P1/1P2pq2/P1P5/1KR2BR1 w - - 0 1,
278SBP,Hard,,br2rbk1/2q2ppp/p1npp3/2p3P1/P3PP2/1PN1BB2/2PR1Q1P/5RK1 b - - 0 1,
279SBP,Hard,,3r4/1b2k3/p2p1npp/1p2p3/2r1P1PP/P1N1RBK1/1PPR4/8 b - - 0 1,
280SBP,Hard,,r3k2r/ppqbbpp1/2npp3/1B4Bn/3NP2P/2N5/PPP1QP2/2KR3R b kq - 0 1,
281SBP,Hard,,r1b3k1/5n1p/2p2Bp1/1p3P2/4r3/1B4P1/6P1/1R3RK1 w - - 0 1,
282SBP,Hard,,2r1k2r/1bq1bpp1/p2p4/1p2pPB1/3NP1pP/8/PPPQ2P1/1K1RR3 w k - 0 1,
283SBP,Hard,,2r2rk1/1pbq1ppp/p1n1bn2/5N2/3pPB2/Q2B2N1/PP3PPP/2R2RK1 w - - 0 1,
284SBP,Hard,,rn1q1rk1/pp3pbp/1np1p1p1/8/3PP3/2N2B1P/PP3PP1/R1BQ1RK1 w - - 0 1,
285SBP,Hard,,r2q1rk1/ppp2pbp/1nb3p1/2n1p3/8/2NP1NP1/PP2PPBP/R1BQ1RK1 b - - 0 1,
286SBP,Hard,,1r1qr1k1/1p3ppp/p1np1n2/2p2b2/2P1NP1b/1PNPPB1P/PB1Q3K/R5R1 w - - 0 1,
287SBP,Hard,,r1b1kr2/pppp1p1p/8/3PN1pQ/8/4P1P1/P2R1P1P/4KB1q w q - 0 1,
288SBP,Hard,,2r1r1k1/pp1nqpp1/4p2p/3n3P/3N4/8/PPPBQPP1/1K1R2R1 w - - 0 1,
289SBP,Hard,,r3k2r/1bq1ppb1/p1pp2p1/1p1nP2p/3P1P1P/3NB3/PPP2QP1/1K1R1B1R b kq - 0 1,
290SBP,Hard,,2rq1rk1/pp2bpp1/4nnp1/3p4/3P4/PBNQP3/1P1B2PP/4RRK1 w - - 0 1,
291SBP,Hard,,r7/1p1bknp1/p4p2/2Pp3r/1P1N4/1B2PP2/1B3KP1/R7 w - - 0 1,
292SBP,Hard,,r1r3k1/2q1bppp/p2p1n2/4p1P1/Q7/4BP2/PPP4P/2KR1B1R b - - 0 1,
